,EDC3_gas_a (yr),CO2 (ppmv),Bag,ztop,Age,Deuterium,Temperature,Depth,CH4_mean,1s,Lab.,Year,Month,Median montly series,0,year,Annual
11605,,,,,,,,,,,,1924.0,2.0,48.3,,,
11606,,,,,,,,,,,,1924.0,3.0,36.1,,,
11607,,,,,,,,,,,,1924.0,4.0,86.5,,,
11608,,,,,,,,,,,,1924.0,5.0,104.3,,,
11609,,,,,,,,,,,,1924.0,6.0,98.3,,,
11610,,,,,,,,,,,,1924.0,7.0,107.8,,,
11611,,,,,,,,,,,,1924.0,8.0,118.7,,,
11612,,,,,,,,,,,,1924.0,9.0,164.0,,,
11613,,,,,,,,,,,,1924.0,10.0,100.4,,,
11614,,,,,,,,,,,,1924.0,11.0,111.1,,,
11615,,,,,,,,,,,,1924.0,12.0,165.7,,,
11616,,,,,,,,,,,,1925.0,1.0,118.0,,,
11617,,,,,,,,,,,,1925.0,2.0,123.0,,,
11618,,,,,,,,,,,,1925.0,3.0,27.0,,,
11619,,,,,,,,,,,,1925.0,4.0,106.5,,,
11620,,,,,,,,,,,,1925.0,5.0,132.2,,,
11621,,,,,,,,,,,,1925.0,6.0,15.6,,,
11622,,,,,,,,,,,,1925.0,7.0,89.3,,,
11623,,,,,,,,,,,,1925.0,8.0,72.8,,,
11624,,,,,,,,,,,,1925.0,9.0,76.4,,,
11625,,,,,,,,,,,,1925.0,10.0,105.5,,,
11626,,,,,,,,,,,,1925.0,11.0,73.1,,,
11627,,,,,,,,,,,,1925.0,12.0,85.7,,,
11628,,,,,,,,,,,,1926.0,1.0,183.1,,,
11629,,,,,,,,,,,,1926.0,2.0,90.9,,,
11630,,,,,,,,,,,,1926.0,3.0,42.4,,,
11631,,,,,,,,,,,,1926.0,4.0,63.3,,,
11632,,,,,,,,,,,,1926.0,5.0,84.9,,,
11633,,,,,,,,,,,,1926.0,6.0,76.3,,,
11634,,,,,,,,,,,,1926.0,7.0,79.8,,,
11635,,,,,,,,,,,,1926.0,8.0,88.3,,,
11636,,,,,,,,,,,,1926.0,9.0,59.1,,,
11637,,,,,,,,,,,,1926.0,10.0,92.0,,,
11638,,,,,,,,,,,,1926.0,11.0,145.4,,,
11639,,,,,,,,,,,,1926.0,12.0,31.1,,,
11640,,,,,,,,,,,,1927.0,1.0,127.3,,,
11641,,,,,,,,,,,,1927.0,2.0,72.7,,,
11642,,,,,,,,,,,,1927.0,3.0,109.5,,,
11643,,,,,,,,,,,,1927.0,4.0,48.6,,,
11644,,,,,,,,,,,,1927.0,5.0,47.7,,,
11645,,,,,,,,,,,,1927.0,6.0,93.3,,,
11646,,,,,,,,,,,,1927.0,7.0,97.4,,,
11647,,,,,,,,,,,,1927.0,8.0,138.8,,,
11648,,,,,,,,,,,,1927.0,9.0,115.0,,,
11649,,,,,,,,,,,,1927.0,10.0,87.5,,,
11650,,,,,,,,,,,,1927.0,11.0,101.7,,,
11651,,,,,,,,,,,,1927.0,12.0,105.1,,,
11652,,,,,,,,,,,,1928.0,1.0,155.0,,,
11653,,,,,,,,,,,,1928.0,2.0,101.2,,,
11654,,,,,,,,,,,,1928.0,3.0,131.9,,,
11655,,,,,,,,,,,,1928.0,4.0,68.1,,,
11656,,,,,,,,,,,,1928.0,5.0,45.5,,,
11657,,,,,,,,,,,,1928.0,6.0,144.8,,,
11658,,,,,,,,,,,,1928.0,7.0,50.6,,,
11659,,,,,,,,,,,,1928.0,8.0,138.9,,,
11660,,,,,,,,,,,,1928.0,9.0,67.5,,,
11661,,,,,,,,,,,,1928.0,10.0,172.5,,,
11662,,,,,,,,,,,,1928.0,11.0,146.1,,,
11663,,,,,,,,,,,,1928.0,12.0,115.0,,,
11664,,,,,,,,,,,,1929.0,1.0,56.4,,,
11665,,,,,,,,,,,,1929.0,2.0,135.2,,,
11666,,,,,,,,,,,,1929.0,3.0,20.0,,,
11667,,,,,,,,,,,,1929.0,4.0,34.2,,,
11668,,,,,,,,,,,,1929.0,5.0,76.3,,,
11669,,,,,,,,,,,,1929.0,6.0,57.5,,,
11670,,,,,,,,,,,,1929.0,7.0,100.1,,,
11671,,,,,,,,,,,,1929.0,8.0,117.3,,,
11672,,,,,,,,,,,,1929.0,9.0,32.1,,,
11673,,,,,,,,,,,,1929.0,10.0,125.9,,,
11674,,,,,,,,,,,,1929.0,11.0,160.9,,,
11675,,,,,,,,,,,,1929.0,12.0,219.1,,,
11676,,,,,,,,,,,,1930.0,1.0,155.5,,,
11677,,,,,,,,,,,,1930.0,2.0,28.8,,,
11678,,,,,,,,,,,,1930.0,3.0,125.3,,,
11679,,,,,,,,,,,,1930.0,4.0,53.1,,,
11680,,,,,,,,,,,,1930.0,5.0,53.3,,,
11681,,,,,,,,,,,,1930.0,6.0,59.4,,,
11682,,,,,,,,,,,,1930.0,7.0,89.4,,,
11683,,,,,,,,,,,,1930.0,8.0,158.7,,,
11684,,,,,,,,,,,,1930.0,9.0,115.6,,,
11685,,,,,,,,,,,,1930.0,10.0,160.5,,,
11686,,,,,,,,,,,,1930.0,11.0,121.2,,,
11687,,,,,,,,,,,,1930.0,12.0,117.1,,,
11688,,,,,,,,,,,,1931.0,1.0,83.4,,,
11689,,,,,,,,,,,,1931.0,2.0,82.9,,,
11690,,,,,,,,,,,,1931.0,3.0,95.2,,,
11691,,,,,,,,,,,,1931.0,4.0,78.3,,,
11692,,,,,,,,,,,,1931.0,5.0,117.7,,,
11693,,,,,,,,,,,,1931.0,6.0,116.8,,,
11694,,,,,,,,,,,,1931.0,7.0,103.6,,,
11695,,,,,,,,,,,,1931.0,8.0,86.2,,,
11696,,,,,,,,,,,,1931.0,9.0,77.7,,,
11697,,,,,,,,,,,,1931.0,10.0,55.6,,,
11698,,,,,,,,,,,,1931.0,11.0,197.5,,,
11699,,,,,,,,,,,,1931.0,12.0,77.1,,,
11700,,,,,,,,,,,,1932.0,1.0,122.0,,,
11701,,,,,,,,,,,,1932.0,2.0,7.3,,,
11702,,,,,,,,,,,,1932.0,3.0,62.1,,,
11703,,,,,,,,,,,,1932.0,4.0,86.3,,,
11704,,,,,,,,,,,,1932.0,5.0,89.7,,,
11705,,,,,,,,,,,,1932.0,6.0,40.8,,,
11706,,,,,,,,,,,,1932.0,7.0,119.5,,,
11707,,,,,,,,,,,,1932.0,8.0,62.2,,,
11708,,,,,,,,,,,,1932.0,9.0,84.1,,,
11709,,,,,,,,,,,,1932.0,10.0,111.4,,,
11710,,,,,,,,,,,,1932.0,11.0,61.7,,,
11711,,,,,,,,,,,,1932.0,12.0,167.0,,,
11712,,,,,,,,,,,,1933.0,1.0,93.3,,,
11713,,,,,,,,,,,,1933.0,2.0,87.8,,,
11714,,,,,,,,,,,,1933.0,3.0,84.5,,,
11715,,,,,,,,,,,,1933.0,4.0,44.7,,,
11716,,,,,,,,,,,,1933.0,5.0,84.3,,,
11717,,,,,,,,,,,,1933.0,6.0,66.2,,,
11718,,,,,,,,,,,,1933.0,7.0,76.3,,,
11719,,,,,,,,,,,,1933.0,8.0,52.1,,,
11720,,,,,,,,,,,,1933.0,9.0,33.9,,,
11721,,,,,,,,,,,,1933.0,10.0,87.9,,,
11722,,,,,,,,,,,,1933.0,11.0,50.5,,,
11723,,,,,,,,,,,,1933.0,12.0,59.6,,,
11724,,,,,,,,,,,,1934.0,1.0,108.1,,,
11725,,,,,,,,,,,,1934.0,2.0,8.3,,,
11726,,,,,,,,,,,,1934.0,3.0,94.9,,,
11727,,,,,,,,,,,,1934.0,4.0,80.6,,,
11728,,,,,,,,,,,,1934.0,5.0,69.1,,,
11729,,,,,,,,,,,,1934.0,6.0,51.3,,,
11730,,,,,,,,,,,,1934.0,7.0,54.4,,,
11731,,,,,,,,,,,,1934.0,8.0,125.9,,,
11732,,,,,,,,,,,,1934.0,9.0,160.9,,,
11733,,,,,,,,,,,,1934.0,10.0,118.3,,,
11734,,,,,,,,,,,,1934.0,11.0,43.8,,,
11735,,,,,,,,,,,,1934.0,12.0,188.4,,,
11736,,,,,,,,,,,,1935.0,1.0,41.4,,,
11737,,,,,,,,,,,,1935.0,2.0,103.1,,,
11738,,,,,,,,,,,,1935.0,3.0,45.5,,,
11739,,,,,,,,,,,,1935.0,4.0,84.1,,,
11740,,,,,,,,,,,,1935.0,5.0,33.2,,,
11741,,,,,,,,,,,,1935.0,6.0,133.9,,,
11742,,,,,,,,,,,,1935.0,7.0,27.4,,,
11743,,,,,,,,,,,,1935.0,8.0,71.5,,,
11744,,,,,,,,,,,,1935.0,9.0,155.6,,,
11745,,,,,,,,,,,,1935.0,10.0,114.4,,,
11746,,,,,,,,,,,,1935.0,11.0,128.1,,,
11747,,,,,,,,,,,,1935.0,12.0,86.5,,,
11748,,,,,,,,,,,,1936.0,1.0,144.0,,,
11749,,,,,,,,,,,,1936.0,2.0,83.2,,,
11750,,,,,,,,,,,,1936.0,3.0,73.8,,,
11751,,,,,,,,,,,,1936.0,4.0,49.0,,,
11752,,,,,,,,,,,,1936.0,5.0,38.6,,,
11753,,,,,,,,,,,,1936.0,6.0,89.2,,,
11754,,,,,,,,,,,,1936.0,7.0,169.5,,,
11755,,,,,,,,,,,,1936.0,8.0,44.5,,,
11756,,,,,,,,,,,,1936.0,9.0,106.4,,,
11757,,,,,,,,,,,,1936.0,10.0,73.3,,,
11758,,,,,,,,,,,,1936.0,11.0,110.2,,,
11759,,,,,,,,,,,,1936.0,12.0,127.3,,,
11760,,,,,,,,,,,,1937.0,1.0,174.9,,,
11761,,,,,,,,,,,,1937.0,2.0,137.3,,,
11762,,,,,,,,,,,,1937.0,3.0,94.3,,,
11763,,,,,,,,,,,,1937.0,4.0,82.4,,,
11764,,,,,,,,,,,,1937.0,5.0,55.5,,,
11765,,,,,,,,,,,,1937.0,6.0,47.6,,,
11766,,,,,,,,,,,,1937.0,7.0,117.1,,,
11767,,,,,,,,,,,,1937.0,8.0,70.8,,,
11768,,,,,,,,,,,,1937.0,9.0,102.9,,,
11769,,,,,,,,,,,,1937.0,10.0,68.6,,,
11770,,,,,,,,,,,,1937.0,11.0,69.2,,,
11771,,,,,,,,,,,,1937.0,12.0,77.2,,,
11772,,,,,,,,,,,,1938.0,1.0,131.4,,,
11773,,,,,,,,,,,,1938.0,2.0,58.7,,,
11774,,,,,,,,,,,,1938.0,3.0,47.5,,,
11775,,,,,,,,,,,,1938.0,4.0,5.3,,,
11776,,,,,,,,,,,,1938.0,5.0,99.6,,,
11777,,,,,,,,,,,,1938.0,6.0,102.2,,,
11778,,,,,,,,,,,,1938.0,7.0,134.1,,,
11779,,,,,,,,,,,,1938.0,8.0,89.4,,,
11780,,,,,,,,,,,,1938.0,9.0,75.9,,,
11781,,,,,,,,,,,,1938.0,10.0,176.0,,,
11782,,,,,,,,,,,,1938.0,11.0,159.3,,,
11783,,,,,,,,,,,,1938.0,12.0,124.0,,,
11784,,,,,,,,,,,,1939.0,1.0,130.0,,,
11785,,,,,,,,,,,,1939.0,2.0,96.9,,,
11786,,,,,,,,,,,,1939.0,3.0,79.7,,,
11787,,,,,,,,,,,,1939.0,4.0,48.2,,,
11788,,,,,,,,,,,,1939.0,5.0,30.4,,,
11789,,,,,,,,,,,,1939.0,6.0,59.8,,,
11790,,,,,,,,,,,,1939.0,7.0,119.1,,,
11791,,,,,,,,,,,,1939.0,8.0,50.4,,,
11792,,,,,,,,,,,,1939.0,9.0,59.1,,,
11793,,,,,,,,,,,,1939.0,10.0,86.0,,,
11794,,,,,,,,,,,,1939.0,11.0,193.5,,,
11795,,,,,,,,,,,,1939.0,12.0,84.0,,,
11796,,,,,,,,,,,,1940.0,1.0,106.2,,,
11797,,,,,,,,,,,,1940.0,2.0,127.5,,,
11798,,,,,,,,,,,,1940.0,3.0,95.0,,,
11799,,,,,,,,,,,,1940.0,4.0,97.9,,,
11800,,,,,,,,,,,,1940.0,5.0,47.8,,,
11801,,,,,,,,,,,,1940.0,6.0,35.5,,,
11802,,,,,,,,,,,,1940.0,7.0,95.2,,,
11803,,,,,,,,,,,,1940.0,8.0,18.2,,,
11804,,,,,,,,,,,,1940.0,9.0,65.3,,,
11805,,,,,,,,,,,,1940.0,10.0,177.0,,,
11806,,,,,,,,,,,,1940.0,11.0,139.4,,,
11807,,,,,,,,,,,,1940.0,12.0,114.6,,,
11808,,,,,,,,,,,,1941.0,1.0,106.3,,,
11809,,,,,,,,,,,,1941.0,2.0,107.6,,,
11810,,,,,,,,,,,,1941.0,3.0,86.8,,,
11811,,,,,,,,,,,,1941.0,4.0,45.4,,,
11812,,,,,,,,,,,,1941.0,5.0,68.9,,,
11813,,,,,,,,,,,,1941.0,6.0,25.2,,,
11814,,,,,,,,,,,,1941.0,7.0,75.4,,,
11815,,,,,,,,,,,,1941.0,8.0,93.6,,,
11816,,,,,,,,,,,,1941.0,9.0,32.0,,,
11817,,,,,,,,,,,,1941.0,10.0,92.3,,,
11818,,,,,,,,,,,,1941.0,11.0,167.5,,,
11819,,,,,,,,,,,,1941.0,12.0,62.4,,,
11820,,,,,,,,,,,,1942.0,1.0,150.3,,,
11821,,,,,,,,,,,,1942.0,2.0,39.2,,,
11822,,,,,,,,,,,,1942.0,3.0,97.6,,,
11823,,,,,,,,,,,,1942.0,4.0,62.5,,,
11824,,,,,,,,,,,,1942.0,5.0,112.8,,,
11825,,,,,,,,,,,,1942.0,6.0,13.1,,,
11826,,,,,,,,,,,,1942.0,7.0,93.3,,,
11827,,,,,,,,,,,,1942.0,8.0,124.7,,,
11828,,,,,,,,,,,,1942.0,9.0,116.0,,,
11829,,,,,,,,,,,,1942.0,10.0,66.1,,,
11830,,,,,,,,,,,,1942.0,11.0,24.2,,,
11831,,,,,,,,,,,,1942.0,12.0,140.1,,,
11832,,,,,,,,,,,,1943.0,1.0,175.8,,,
11833,,,,,,,,,,,,1943.0,2.0,55.2,,,
11834,,,,,,,,,,,,1943.0,3.0,33.5,,,
11835,,,,,,,,,,,,1943.0,4.0,54.9,,,
11836,,,,,,,,,,,,1943.0,5.0,103.5,,,
11837,,,,,,,,,,,,1943.0,6.0,80.3,,,
11838,,,,,,,,,,,,1943.0,7.0,61.8,,,
11839,,,,,,,,,,,,1943.0,8.0,119.4,,,
11840,,,,,,,,,,,,1943.0,9.0,96.4,,,
11841,,,,,,,,,,,,1943.0,10.0,125.7,,,
11842,,,,,,,,,,,,1943.0,11.0,80.6,,,
11843,,,,,,,,,,,,1943.0,12.0,72.3,,,
11844,,,,,,,,,,,,1944.0,1.0,108.9,,,
11845,,,,,,,,,,,,1944.0,2.0,36.9,,,
11846,,,,,,,,,,,,1944.0,3.0,16.9,,,
11847,,,,,,,,,,,,1944.0,4.0,68.4,,,
11848,,,,,,,,,,,,1944.0,5.0,45.6,,,
11849,,,,,,,,,,,,1944.0,6.0,58.2,,,
11850,,,,,,,,,,,,1944.0,7.0,97.1,,,
11851,,,,,,,,,,,,1944.0,8.0,77.5,,,
11852,,,,,,,,,,,,1944.0,9.0,132.9,,,
11853,,,,,,,,,,,,1944.0,10.0,139.1,,,
11854,,,,,,,,,,,,1944.0,11.0,160.3,,,
11855,,,,,,,,,,,,1944.0,12.0,120.9,,,
11856,,,,,,,,,,,,1945.0,1.0,88.2,,,
11857,,,,,,,,,,,,1945.0,2.0,102.8,,,
11858,,,,,,,,,,,,1945.0,3.0,42.3,,,
11859,,,,,,,,,,,,1945.0,4.0,43.0,,,
11860,,,,,,,,,,,,1945.0,5.0,98.5,,,
11861,,,,,,,,,,,,1945.0,6.0,108.8,,,
11862,,,,,,,,,,,,1945.0,7.0,114.4,,,
11863,,,,,,,,,,,,1945.0,8.0,59.1,,,
11864,,,,,,,,,,,,1945.0,9.0,92.1,,,
11865,,,,,,,,,,,,1945.0,10.0,105.4,,,
11866,,,,,,,,,,,,1945.0,11.0,34.2,,,
11867,,,,,,,,,,,,1945.0,12.0,137.4,,,
11868,,,,,,,,,,,,1946.0,1.0,125.4,,,
11869,,,,,,,,,,,,1946.0,2.0,88.0,,,
11870,,,,,,,,,,,,1946.0,3.0,59.2,,,
11871,,,,,,,,,,,,1946.0,4.0,34.1,,,
11872,,,,,,,,,,,,1946.0,5.0,64.7,,,
11873,,,,,,,,,,,,1946.0,6.0,99.3,,,
11874,,,,,,,,,,,,1946.0,7.0,88.1,,,
11875,,,,,,,,,,,,1946.0,8.0,150.8,,,
11876,,,,,,,,,,,,1946.0,9.0,162.9,,,
11877,,,,,,,,,,,,1946.0,10.0,68.7,,,
11878,,,,,,,,,,,,1946.0,11.0,136.6,,,
11879,,,,,,,,,,,,1946.0,12.0,136.3,,,
11880,,,,,,,,,,,,1947.0,1.0,135.9,,,
11881,,,,,,,,,,,,1947.0,2.0,71.9,,,
11882,,,,,,,,,,,,1947.0,3.0,184.8,,,
11883,,,,,,,,,,,,1947.0,4.0,104.9,,,
11884,,,,,,,,,,,,1947.0,5.0,115.2,,,
11885,,,,,,,,,,,,1947.0,6.0,122.9,,,
11886,,,,,,,,,,,,1947.0,7.0,92.0,,,
11887,,,,,,,,,,,,1947.0,8.0,27.8,,,
11888,,,,,,,,,,,,1947.0,9.0,79.7,,,
11889,,,,,,,,,,,,1947.0,10.0,71.7,,,
11890,,,,,,,,,,,,1947.0,11.0,134.6,,,
11891,,,,,,,,,,,,1947.0,12.0,106.0,,,
11892,,,,,,,,,,,,1948.0,1.0,200.5,,,
11893,,,,,,,,,,,,1948.0,2.0,67.6,,,
11894,,,,,,,,,,,,1948.0,3.0,74.8,,,
11895,,,,,,,,,,,,1948.0,4.0,65.5,,,
11896,,,,,,,,,,,,1948.0,5.0,59.9,,,
11897,,,,,,,,,,,,1948.0,6.0,91.0,,,
11898,,,,,,,,,,,,1948.0,7.0,70.8,,,
11899,,,,,,,,,,,,1948.0,8.0,98.2,,,
11900,,,,,,,,,,,,1948.0,9.0,93.6,,,
11901,,,,,,,,,,,,1948.0,10.0,106.8,,,
11902,,,,,,,,,,,,1948.0,11.0,94.0,,,
11903,,,,,,,,,,,,1948.0,12.0,199.0,,,
11904,,,,,,,,,,,,1949.0,1.0,71.6,,,
11905,,,,,,,,,,,,1949.0,2.0,71.5,,,
11906,,,,,,,,,,,,1949.0,3.0,57.5,,,
11907,,,,,,,,,,,,1949.0,4.0,75.9,,,
11908,,,,,,,,,,,,1949.0,5.0,60.9,,,
11909,,,,,,,,,,,,1949.0,6.0,30.8,,,
11910,,,,,,,,,,,,1949.0,7.0,62.3,,,
11911,,,,,,,,,,,,1949.0,8.0,104.1,,,
11912,,,,,,,,,,,,1949.0,9.0,63.4,,,
11913,,,,,,,,,,,,1949.0,10.0,157.2,,,
11914,,,,,,,,,,,,1949.0,11.0,102.5,,,
11915,,,,,,,,,,,,1949.0,12.0,115.2,,,
11916,,,,,,,,,,,,1950.0,1.0,68.8,,,
11917,,,,,,,,,,,,1950.0,2.0,138.7,,,
11918,,,,,,,,,,,,1950.0,3.0,57.6,,,
11919,,,,,,,,,,,,1950.0,4.0,89.0,,,
11920,,,,,,,,,,,,1950.0,5.0,31.8,,,
11921,,,,,,,,,,,,1950.0,6.0,61.2,,,
11922,,,,,,,,,,,,1950.0,7.0,126.1,,,
11923,,,,,,,,,,,,1950.0,8.0,152.1,,,
11924,,,,,,,,,,,,1950.0,9.0,164.1,,,
11925,,,,,,,,,,,,1950.0,10.0,88.3,,,
11926,,,,,,,,,,,,1950.0,11.0,93.5,,,
11927,,,,,,,,,,,,1950.0,12.0,99.2,,,
11928,,,,,,,,,,,,1951.0,1.0,125.4,,,
11929,,,,,,,,,,,,1951.0,2.0,98.6,,,
11930,,,,,,,,,,,,1951.0,3.0,85.8,,,
11931,,,,,,,,,,,,1951.0,4.0,49.7,,,
11932,,,,,,,,,,,,1951.0,5.0,56.6,,,
11933,,,,,,,,,,,,1951.0,6.0,53.6,,,
11934,,,,,,,,,,,,1951.0,7.0,68.9,,,
11935,,,,,,,,,,,,1951.0,8.0,134.6,,,
11936,,,,,,,,,,,,1951.0,9.0,128.7,,,
11937,,,,,,,,,,,,1951.0,10.0,53.3,,,
11938,,,,,,,,,,,,1951.0,11.0,153.6,,,
11939,,,,,,,,,,,,1951.0,12.0,162.3,,,
11940,,,,,,,,,,,,1952.0,1.0,127.0,,,
11941,,,,,,,,,,,,1952.0,2.0,24.9,,,
11942,,,,,,,,,,,,1952.0,3.0,67.6,,,
11943,,,,,,,,,,,,1952.0,4.0,64.3,,,
11944,,,,,,,,,,,,1952.0,5.0,65.2,,,
11945,,,,,,,,,,,,1952.0,6.0,63.5,,,
11946,,,,,,,,,,,,1952.0,7.0,33.0,,,
11947,,,,,,,,,,,,1952.0,8.0,100.0,,,
11948,,,,,,,,,,,,1952.0,9.0,53.6,,,
11949,,,,,,,,,,,,1952.0,10.0,145.7,,,
11950,,,,,,,,,,,,1952.0,11.0,79.7,,,
11951,,,,,,,,,,,,1952.0,12.0,104.7,,,
11952,,,,,,,,,,,,1953.0,1.0,40.3,,,
11953,,,,,,,,,,,,1953.0,2.0,47.5,,,
11954,,,,,,,,,,,,1953.0,3.0,19.9,,,
11955,,,,,,,,,,,,1953.0,4.0,72.9,,,
11956,,,,,,,,,,,,1953.0,5.0,59.8,,,
11957,,,,,,,,,,,,1953.0,6.0,43.6,,,
11958,,,,,,,,,,,,1953.0,7.0,129.0,,,
11959,,,,,,,,,,,,1953.0,8.0,96.0,,,
11960,,,,,,,,,,,,1953.0,9.0,107.8,,,
11961,,,,,,,,,,,,1953.0,10.0,88.0,,,
11962,,,,,,,,,,,,1953.0,11.0,104.3,,,
11963,,,,,,,,,,,,1953.0,12.0,87.8,,,
11964,,,,,,,,,,,,1954.0,1.0,79.4,,,
11965,,,,,,,,,,,,1954.0,2.0,117.0,,,
11966,,,,,,,,,,,,1954.0,3.0,101.5,,,
11967,,,,,,,,,,,,1954.0,4.0,28.7,,,
11968,,,,,,,,,,,,1954.0,5.0,104.3,,,
11969,,,,,,,,,,,,1954.0,6.0,65.9,,,
11970,,,,,,,,,,,,1954.0,7.0,89.4,,,
11971,,,,,,,,,,,,1954.0,8.0,79.1,,,
11972,,,,,,,,,,,,1954.0,9.0,129.3,,,
11973,,,,,,,,,,,,1954.0,10.0,173.9,,,
11974,,,,,,,,,,,,1954.0,11.0,145.0,,,
11975,,,,,,,,,,,,1954.0,12.0,128.0,,,
11976,,,,,,,,,,,,1955.0,1.0,111.9,,,
11977,,,,,,,,,,,,1955.0,2.0,100.7,,,
11978,,,,,,,,,,,,1955.0,3.0,39.6,,,
11979,,,,,,,,,,,,1955.0,4.0,71.5,,,
11980,,,,,,,,,,,,1955.0,5.0,91.7,,,
11981,,,,,,,,,,,,1955.0,6.0,129.2,,,
11982,,,,,,,,,,,,1955.0,7.0,18.9,,,
11983,,,,,,,,,,,,1955.0,8.0,47.1,,,
11984,,,,,,,,,,,,1955.0,9.0,83.0,,,
11985,,,,,,,,,,,,1955.0,10.0,58.9,,,
11986,,,,,,,,,,,,1955.0,11.0,87.7,,,
11987,,,,,,,,,,,,1955.0,12.0,138.8,,,
11988,,,,,,,,,,,,1956.0,1.0,106.8,,,
11989,,,,,,,,,,,,1956.0,2.0,35.2,,,
11990,,,,,,,,,,,,1956.0,3.0,86.4,,,
11991,,,,,,,,,,,,1956.0,4.0,29.2,,,
11992,,,,,,,,,,,,1956.0,5.0,44.7,,,
11993,,,,,,,,,,,,1956.0,6.0,78.1,,,
11994,,,,,,,,,,,,1956.0,7.0,119.8,,,
11995,,,,,,,,,,,,1956.0,8.0,141.2,,,
11996,,,,,,,,,,,,1956.0,9.0,122.6,,,
11997,,,,,,,,,,,,1956.0,10.0,73.9,,,
11998,,,,,,,,,,,,1956.0,11.0,66.7,,,
11999,,,,,,,,,,,,1956.0,12.0,161.5,,,
12000,,,,,,,,,,,,1957.0,1.0,127.1,,,
12001,,,,,,,,,,,,1957.0,2.0,92.4,,,
12002,,,,,,,,,,,,1957.0,3.0,128.7,,,
12003,,,,,,,,,,,,1957.0,4.0,33.1,,,
12004,,,,,,,,,,,,1957.0,5.0,59.5,,,
12005,,,,,,,,,,,,1957.0,6.0,47.1,,,
12006,,,,,,,,,,,,1957.0,7.0,100.2,,,
12007,,,,,,,,,,,,1957.0,8.0,87.9,,,
12008,,,,,,,,,,,,1957.0,9.0,166.0,,,
12009,,,,,,,,,,,,1957.0,10.0,110.1,,,
12010,,,,,,,,,,,,1957.0,11.0,44.0,,,
12011,,,,,,,,,,,,1957.0,12.0,112.7,,,
12012,,,,,,,,,,,,1958.0,1.0,131.4,,,
12013,,,,,,,,,,,,1958.0,2.0,121.0,,,
12014,,,,,,,,,,,,1958.0,3.0,81.3,,,
12015,,,,,,,,,,,,1958.0,4.0,34.5,,,
12016,,,,,,,,,,,,1958.0,5.0,110.0,,,
12017,,,,,,,,,,,,1958.0,6.0,127.9,,,
12018,,,,,,,,,,,,1958.0,7.0,121.2,,,
12019,,,,,,,,,,,,1958.0,8.0,141.8,,,
12020,,,,,,,,,,,,1958.0,9.0,139.9,,,
12021,,,,,,,,,,,,1958.0,10.0,71.9,,,
12022,,,,,,,,,,,,1958.0,11.0,69.1,,,
12023,,,,,,,,,,,,1958.0,12.0,130.9,,,
12024,,,,,,,,,,,,1959.0,1.0,84.7,,,
12025,,,,,,,,,,,,1959.0,2.0,30.3,,,
12026,,,,,,,,,,,,1959.0,3.0,95.7,,,
12027,,,,,,,,,,,,1959.0,4.0,83.5,,,
12028,,,,,,,,,,,,1959.0,5.0,54.9,,,
12029,,,,,,,,,,,,1959.0,6.0,62.9,,,
12030,,,,,,,,,,,,1959.0,7.0,63.1,,,
12031,,,,,,,,,,,,1959.0,8.0,32.2,,,
12032,,,,,,,,,,,,1959.0,9.0,38.2,,,
12033,,,,,,,,,,,,1959.0,10.0,146.0,,,
12034,,,,,,,,,,,,1959.0,11.0,121.9,,,
12035,,,,,,,,,,,,1959.0,12.0,201.8,,,
12036,,,,,,,,,,,,1960.0,1.0,116.1,,,
12037,,,,,,,,,,,,1960.0,2.0,95.6,,,
12038,,,,,,,,,,,,1960.0,3.0,83.4,,,
12039,,,,,,,,,,,,1960.0,4.0,74.5,,,
12040,,,,,,,,,,,,1960.0,5.0,69.8,,,
12041,,,,,,,,,,,,1960.0,6.0,71.5,,,
12042,,,,,,,,,,,,1960.0,7.0,144.9,,,
12043,,,,,,,,,,,,1960.0,8.0,119.4,,,
12044,,,,,,,,,,,,1960.0,9.0,119.5,,,
12045,,,,,,,,,,,,1960.0,10.0,140.2,,,
12046,,,,,,,,,,,,1960.0,11.0,167.1,,,
12047,,,,,,,,,,,,1960.0,12.0,126.1,,,
12048,,,,,,,,,,,,1961.0,1.0,156.4,,,
12049,,,,,,,,,,,,1961.0,2.0,93.5,,,
12050,,,,,,,,,,,,1961.0,3.0,21.9,,,
12051,,,,,,,,,,,,1961.0,4.0,135.6,,,
12052,,,,,,,,,,,,1961.0,5.0,52.1,,,
12053,,,,,,,,,,,,1961.0,6.0,48.1,,,
12054,,,,,,,,,,,,1961.0,7.0,81.3,,,
12055,,,,,,,,,,,,1961.0,8.0,71.7,,,
12056,,,,,,,,,,,,1961.0,9.0,123.4,,,
12057,,,,,,,,,,,,1961.0,10.0,118.3,,,
12058,,,,,,,,,,,,1961.0,11.0,76.3,,,
12059,,,,,,,,,,,,1961.0,12.0,89.5,,,
12060,,,,,,,,,,,,1962.0,1.0,127.4,,,
12061,,,,,,,,,,,,1962.0,2.0,47.0,,,
12062,,,,,,,,,,,,1962.0,3.0,89.7,,,
12063,,,,,,,,,,,,1962.0,4.0,64.5,,,
12064,,,,,,,,,,,,1962.0,5.0,77.2,,,
12065,,,,,,,,,,,,1962.0,6.0,46.1,,,
12066,,,,,,,,,,,,1962.0,7.0,70.6,,,
12067,,,,,,,,,,,,1962.0,8.0,112.1,,,
